0.020794459	-0.018595353	0.0100174425	0.057086628	0.008524458	0.025228402	0.019951517	0.03426354	0.0014572978	-0.037134096	-0.0030944822	-0.045357484	0.060101986	0.042998124	-0.00037750942	0.042898647
0.040949125	-0.048290554	0.040580828	0.052930664	0.019131694	0.01793825	0.019243753	0.053031787	-0.023465093	-0.038879886	0.018118747	-0.047447808	0.009156848	0.06606668	-0.062295124	-0.013566276
0.08202364	-0.05147462	-0.011237124	0.015132732	-0.0071873735	0.0063654575	0.058692176	-0.038244177	-0.0052432623	-0.051625885	-0.00031904268	-0.023155637	0.06735679	0.11519225	-0.065003246	-0.061451983
0.024799418	0.017844582	0.030447187	-0.030707495	0.024329469	0.055219043	0.025351567	0.11311771	-0.015319981	-0.11131049	-0.006046469	-0.014009507	0.016331865	0.082768835	-0.046922255	-0.024227224
0.0510679	-0.055151924	0.07125272	0.018754106	0.004916814	0.063449726	-0.00825959	0.015764134	-0.008336947	-0.017816907	0.060155388	-0.037206337	0.09734811	0.17421257	0.075175256	-0.023939706
0.0706916	0.014608763	0.047239933	0.045130074	0.055952672	-0.048692632	0.053182364	0.06745348	0.0969817	0.02119269	0.06281172	-0.043629937	0.0077274684	0.13300806	-0.031298507	-0.038291335
0.07861305	-0.012363785	0.031686082	-0.061796036	-0.011594928	0.05547295	0.027359439	-0.0018927096	-0.068009384	-0.01603836	0.032390103	-0.08731872	0.01539679	0.0691423	-0.04634732	0.013273658
0.04767518	-0.019372622	0.02017549	0.017078632	0.07523287	0.053898208	0.044290274	0.057126842	0.030538434	-0.054314915	0.022835176	-0.006127893	0.0247097	0.08082766	-0.00902651	0.03627508
0.061629426	0.004470127	0.015318529	0.066035174	0.048323337	0.0766017	0.020397184	0.07698808	-0.04459449	0.014383832	-0.011601171	-0.041057777	-0.036325645	0.086302385	-0.04491531	-0.019558761
0.124361865	-0.043524526	0.049569037	-0.014179023	-0.033098835	0.056055974	0.014554363	0.051691223	0.024424465	-0.023733385	0.0045343563	-0.09465166	-0.01596819	0.021938281	0.0014863225	-0.08525502
